Match_ID,Date,Competition,Home_Team,Away_Team,Home_Rank,Away_Rank,Home_Elo,Away_Elo,Home_Goals,Away_Goals,Goal_Diff,Home_Form,Away_Form,Home_Win_Pct,Away_Win_Pct,Clean_Sheet_Pct,Host_Advantage,Continent_Advantage,Result,Year,Month,Total Goals,Rank Difference,Teams,Total Match Played,Total Win,Win %,Trim Home_TEAM,Trim Away_TEAM,Team,,
765,04-02-2017,World Cup,Norway,Senegal,10,12,2031,1900,2,0,2,4.86,3.36,41,64,32,0,0,Home Win,2017,2,2,-2,,,,,Norway,Senegal,,,
766,05-02-2017,Continental Cup,Serbia,Australia,7,15,1998,1966,5,5,0,2.37,4.39,48,76,60,1,0,Draw,2017,2,10,-8,,,,,Serbia,Australia,,,
767,06-02-2017,WC Qualifier,Portugal,Norway,14,20,1770,2068,0,3,-3,3.37,3.92,66,49,53,0,1,Away Win,2017,2,3,-6,,,,,Portugal,Norway,,,
768,07-02-2017,WC Qualifier,Netherlands,France,23,14,1942,2137,1,2,-1,3.8,2.66,53,58,27,1,0,Away Win,2017,2,3,9,,,,,Netherlands,France,,,
769,08-02-2017,Nations League,USA,Norway,9,21,1819,1926,1,1,0,4.3,3.18,64,60,55,0,0,Draw,2017,2,2,-12,,,,,USA,Norway,,,
770,09-02-2017,Nations League,Belgium,Japan,18,18,2012,1935,4,4,0,2.49,2.51,55,73,45,1,1,Draw,2017,2,8,0,,,,,Belgium,Japan,,,
771,10-02-2017,Continental Cup,Australia,South Korea,10,18,1799,1952,3,3,0,2.02,4.58,51,44,31,1,1,Draw,2017,2,6,-8,,,,,Australia,South Korea,,,
772,11-02-2017,Friendly,Netherlands,Austria,22,18,1778,1814,2,5,-3,4.45,2.94,55,67,26,0,0,Away Win,2017,2,7,4,,,,,Netherlands,Austria,,,
773,12-02-2017,Friendly,Senegal,France,25,26,2151,1923,2,5,-3,2.33,2.46,56,49,62,1,0,Away Win,2017,2,7,-1,,,,,Senegal,France,,,
774,13-02-2017,Nations League,USA,Turkey,4,29,1851,1920,1,5,-4,3.94,4.89,55,72,50,1,0,Away Win,2017,2,6,-25,,,,,USA,Turkey,,,
775,14-02-2017,World Cup,Poland,Croatia,17,5,1912,2198,1,3,-2,3.05,4.7,41,46,63,1,1,Away Win,2017,2,4,12,,,,,Poland,Croatia,,,
776,15-02-2017,World Cup,Austria,South Korea,29,28,2003,2097,2,5,-3,3.92,3.64,77,73,36,1,1,Away Win,2017,2,7,1,,,,,Austria,South Korea,,,
777,16-02-2017,Friendly,Netherlands,Mexico,28,11,2172,2034,0,1,-1,4.06,3.87,73,45,41,0,0,Away Win,2017,2,1,17,,,,,Netherlands,Mexico,,,
778,17-02-2017,Nations League,Argentina,Poland,28,21,2141,2161,4,5,-1,3.29,3.09,47,63,35,0,0,Away Win,2017,2,9,7,,,,,Argentina,Poland,,,
779,18-02-2017,Continental Cup,France,Croatia,14,21,1899,1798,2,2,0,4.72,4.08,54,83,52,0,0,Draw,2017,2,4,-7,,,,,France,Croatia,,,
780,19-02-2017,World Cup,Italy,Japan,15,17,1869,2000,0,3,-3,2.39,2.31,44,83,53,0,1,Away Win,2017,2,3,-2,,,,,Italy,Japan,,,
781,20-02-2017,World Cup,Serbia,Belgium,29,28,2131,1997,0,4,-4,3.02,3,66,78,34,0,1,Away Win,2017,2,4,1,,,,,Serbia,Belgium,,,
782,21-02-2017,WC Qualifier,Belgium,Japan,20,26,1904,2133,0,5,-5,4.88,3.1,82,70,32,0,0,Away Win,2017,2,5,-6,,,,,Belgium,Japan,,,
783,22-02-2017,Continental Cup,Austria,Spain,12,11,1772,1846,4,1,3,2.52,2.4,51,84,38,1,1,Home Win,2017,2,5,1,,,,,Austria,Spain,,,
784,23-02-2017,World Cup,Netherlands,USA,11,26,2191,2086,5,0,5,2.9,4.09,62,73,49,1,0,Home Win,2017,2,5,-15,,,,,Netherlands,USA,,,
785,24-02-2017,WC Qualifier,Canada,Brazil,3,19,2155,1808,3,3,0,2.64,3.91,72,54,53,1,0,Draw,2017,2,6,-16,,,,,Canada,Brazil,,,
786,25-02-2017,Friendly,Canada,Croatia,13,12,2109,1947,5,1,4,2.79,2.74,84,83,38,1,1,Home Win,2017,2,6,1,,,,,Canada,Croatia,,,
787,26-02-2017,Friendly,Norway,Croatia,14,28,2175,2165,5,1,4,4.08,4.82,70,46,39,0,0,Home Win,2017,2,6,-14,,,,,Norway,Croatia,,,
788,27-02-2017,Nations League,France,Switzerland,29,16,1996,2064,2,1,1,3.85,3.15,79,42,38,1,0,Home Win,2017,2,3,13,,,,,France,Switzerland,,,
789,28-02-2017,Friendly,Nigeria,Portugal,22,18,1788,1849,4,1,3,4.54,4.24,46,41,34,0,1,Home Win,2017,2,5,4,,,,,Nigeria,Portugal,,,
790,01-03-2017,Continental Cup,Japan,Brazil,17,17,2029,2099,5,3,2,4.67,2.59,46,67,28,1,1,Home Win,2017,3,8,0,,,,,Japan,Brazil,,,
791,02-03-2017,WC Qualifier,Uruguay,Australia,29,25,1888,1874,3,1,2,2.52,3.41,59,41,53,0,1,Home Win,2017,3,4,4,,,,,Uruguay,Australia,,,
792,03-03-2017,Nations League,Denmark,Croatia,18,9,1949,1999,2,4,-2,4.47,2.31,78,46,40,1,0,Away Win,2017,3,6,9,,,,,Denmark,Croatia,,,
793,04-03-2017,World Cup,USA,South Korea,12,17,2039,2039,3,0,3,4.42,2.54,50,48,60,0,0,Home Win,2017,3,3,-5,,,,,USA,South Korea,,,
794,05-03-2017,World Cup,Senegal,Croatia,4,30,2096,2139,0,4,-4,3.55,4.8,79,43,29,0,0,Away Win,2017,3,4,-26,,,,,Senegal,Croatia,,,
795,06-03-2017,Nations League,USA,Nigeria,15,17,2075,1820,4,3,1,3.34,2.85,77,66,51,1,1,Home Win,2017,3,7,-2,,,,,USA,Nigeria,,,
796,07-03-2017,Friendly,Poland,South Korea,25,15,1922,1980,3,5,-2,4.36,4.19,85,48,29,1,1,Away Win,2017,3,8,10,,,,,Poland,South Korea,,,
797,08-03-2017,World Cup,Serbia,Colombia,25,6,1960,1774,2,2,0,2.96,2.98,65,80,58,0,1,Draw,2017,3,4,19,,,,,Serbia,Colombia,,,
798,09-03-2017,Continental Cup,Germany,Norway,1,30,2194,2030,4,2,2,2.07,4.33,67,49,60,1,0,Home Win,2017,3,6,-29,,,,,Germany,Norway,,,
799,10-03-2017,Friendly,Italy,France,29,29,1858,1771,2,5,-3,2.67,4.09,63,84,64,0,0,Away Win,2017,3,7,0,,,,,Italy,France,,,
800,11-03-2017,World Cup,Canada,England,20,13,1977,1894,3,2,1,4.36,4.38,75,42,26,1,0,Home Win,2017,3,5,7,,,,,Canada,England,,,
801,12-03-2017,Nations League,Germany,Colombia,13,26,1791,2000,1,1,0,3.67,3.83,51,64,35,1,1,Draw,2017,3,2,-13,,,,,Germany,Colombia,,,
802,13-03-2017,Continental Cup,Netherlands,Austria,9,22,1857,1928,3,5,-2,4.34,2.73,53,40,49,1,1,Away Win,2017,3,8,-13,,,,,Netherlands,Austria,,,
803,14-03-2017,WC Qualifier,Portugal,Canada,20,15,2151,2156,3,0,3,2.23,4.7,83,58,60,1,1,Home Win,2017,3,3,5,,,,,Portugal,Canada,,,
804,15-03-2017,Continental Cup,USA,Senegal,8,21,1943,2104,0,3,-3,2.5,4.28,47,56,59,1,1,Away Win,2017,3,3,-13,,,,,USA,Senegal,,,
805,16-03-2017,Friendly,Japan,Colombia,7,19,1947,2000,2,3,-1,2.88,3.27,59,65,37,0,0,Away Win,2017,3,5,-12,,,,,Japan,Colombia,,,
806,17-03-2017,World Cup,Switzerland,Japan,21,14,1995,1795,2,5,-3,2.46,2.8,66,54,30,0,0,Away Win,2017,3,7,7,,,,,Switzerland,Japan,,,
807,18-03-2017,Nations League,Brazil,Argentina,2,5,2124,2117,3,1,2,4.53,4.55,43,43,39,0,0,Home Win,2017,3,4,-3,,,,,Brazil,Argentina,,,
808,19-03-2017,World Cup,Uruguay,Colombia,5,20,1919,2028,3,0,3,2.9,2.13,43,68,39,0,1,Home Win,2017,3,3,-15,,,,,Uruguay,Colombia,,,
809,20-03-2017,Friendly,Brazil,Portugal,21,13,2021,2021,5,1,4,2.77,3.28,52,77,36,0,1,Home Win,2017,3,6,8,,,,,Brazil,Portugal,,,
810,21-03-2017,Friendly,Uruguay,Norway,28,13,1988,1760,1,4,-3,2.7,3.63,78,64,62,1,0,Away Win,2017,3,5,15,,,,,Uruguay,Norway,,,
811,22-03-2017,Continental Cup,France,Belgium,15,3,1884,1850,2,1,1,3.31,2.58,62,46,48,1,0,Home Win,2017,3,3,12,,,,,France,Belgium,,,
812,23-03-2017,Nations League,Portugal,Argentina,8,22,2036,2154,4,0,4,2.6,4.5,71,82,59,0,1,Home Win,2017,3,4,-14,,,,,Portugal,Argentina,,,
813,24-03-2017,Continental Cup,Norway,Canada,18,22,2009,2125,2,1,1,4.59,3.22,79,43,60,0,0,Home Win,2017,3,3,-4,,,,,Norway,Canada,,,
814,25-03-2017,Continental Cup,USA,Senegal,12,13,1960,2050,4,5,-1,2.54,2.3,73,81,31,0,1,Away Win,2017,3,9,-1,,,,,USA,Senegal,,,
815,26-03-2017,Nations League,Uruguay,Brazil,30,15,2052,2090,1,0,1,4.95,2.45,65,48,53,1,1,Home Win,2017,3,1,15,,,,,Uruguay,Brazil,,,
816,27-03-2017,Continental Cup,Canada,Sweden,15,20,1980,1879,5,0,5,4.28,3.96,65,56,54,1,1,Home Win,2017,3,5,-5,,,,,Canada,Sweden,,,
817,28-03-2017,World Cup,USA,Italy,6,6,1879,2125,3,2,1,3.39,2.05,48,59,40,1,0,Home Win,2017,3,5,0,,,,,USA,Italy,,,
818,29-03-2017,World Cup,Belgium,Senegal,7,9,1960,2141,2,4,-2,3.89,2.29,81,53,33,1,0,Away Win,2017,3,6,-2,,,,,Belgium,Senegal,,,
819,30-03-2017,Friendly,Turkey,Austria,26,10,1903,2019,3,0,3,2.27,3.68,46,67,54,1,1,Home Win,2017,3,3,16,,,,,Turkey,Austria,,,
820,31-03-2017,Continental Cup,Turkey,Morocco,6,16,2090,1907,0,0,0,2.42,2.95,54,65,43,1,1,Draw,2017,3,0,-10,,,,,Turkey,Morocco,,,
821,01-04-2017,Continental Cup,Morocco,England,2,11,2027,1798,2,2,0,4.12,2.33,59,82,51,1,0,Draw,2017,4,4,-9,,,,,Morocco,England,,,
822,02-04-2017,World Cup,Uruguay,Denmark,26,30,1838,1779,2,5,-3,4.97,2.95,48,67,26,0,0,Away Win,2017,4,7,-4,,,,,Uruguay,Denmark,,,
823,03-04-2017,Nations League,Japan,Belgium,14,1,2100,1991,4,0,4,4.52,4.95,65,74,50,0,0,Home Win,2017,4,4,13,,,,,Japan,Belgium,,,
824,04-04-2017,World Cup,Spain,Sweden,14,14,1759,2066,0,1,-1,4.09,3.63,64,49,62,0,1,Away Win,2017,4,1,0,,,,,Spain,Sweden,,,
825,05-04-2017,WC Qualifier,Norway,Spain,25,10,2033,2061,3,3,0,3.53,2.12,70,73,61,1,1,Draw,2017,4,6,15,,,,,Norway,Spain,,,
826,06-04-2017,Friendly,Portugal,Croatia,8,12,2028,2088,5,5,0,3.89,3.53,60,65,64,1,0,Draw,2017,4,10,-4,,,,,Portugal,Croatia,,,
827,07-04-2017,Nations League,Germany,Colombia,8,20,1803,2200,2,0,2,4.17,3.84,49,64,50,1,0,Home Win,2017,4,2,-12,,,,,Germany,Colombia,,,
828,08-04-2017,World Cup,Spain,Austria,20,5,1964,1791,0,4,-4,2.07,4.19,75,74,47,1,1,Away Win,2017,4,4,15,,,,,Spain,Austria,,,
829,09-04-2017,World Cup,Croatia,South Korea,5,8,1978,1978,4,3,1,3.66,2.38,73,83,46,1,0,Home Win,2017,4,7,-3,,,,,Croatia,South Korea,,,
830,10-04-2017,Friendly,Germany,Switzerland,19,21,1914,1965,3,1,2,4.15,3.94,53,78,38,1,1,Home Win,2017,4,4,-2,,,,,Germany,Switzerland,,,
831,11-04-2017,WC Qualifier,Netherlands,England,17,22,2031,2187,3,0,3,3.87,3.71,53,56,50,1,0,Home Win,2017,4,3,-5,,,,,Netherlands,England,,,
832,12-04-2017,Friendly,Uruguay,Mexico,8,4,2158,1893,5,0,5,3.11,4.11,68,45,64,0,1,Home Win,2017,4,5,4,,,,,Uruguay,Mexico,,,
833,13-04-2017,Continental Cup,England,Croatia,8,10,1818,1899,5,5,0,3.79,3.9,43,67,26,1,1,Draw,2017,4,10,-2,,,,,England,Croatia,,,
834,14-04-2017,World Cup,Colombia,Morocco,8,2,2064,2158,4,5,-1,2.97,2.35,81,56,62,0,0,Away Win,2017,4,9,6,,,,,Colombia,Morocco,,,
835,15-04-2017,World Cup,Switzerland,France,29,15,1917,1776,4,4,0,3.73,2.52,81,40,42,0,1,Draw,2017,4,8,14,,,,,Switzerland,France,,,
836,16-04-2017,World Cup,France,Colombia,7,12,1788,2160,0,5,-5,4.6,2.66,46,83,32,1,0,Away Win,2017,4,5,-5,,,,,France,Colombia,,,
837,17-04-2017,Nations League,Serbia,Italy,30,1,1932,2024,4,0,4,2.61,3.68,80,81,49,0,0,Home Win,2017,4,4,29,,,,,Serbia,Italy,,,
838,18-04-2017,Friendly,England,Japan,26,26,1763,1810,3,2,1,2.81,4.39,69,56,46,1,0,Home Win,2017,4,5,0,,,,,England,Japan,,,
839,19-04-2017,Nations League,Sweden,England,17,29,2146,1773,3,3,0,3.86,2.63,50,72,28,1,1,Draw,2017,4,6,-12,,,,,Sweden,England,,,
840,20-04-2017,World Cup,Italy,Uruguay,28,28,1787,2133,5,4,1,3.5,2.01,66,55,35,0,1,Home Win,2017,4,9,0,,,,,Italy,Uruguay,,,
841,21-04-2017,WC Qualifier,Croatia,Turkey,12,9,1816,1864,2,4,-2,4.61,3.02,83,51,27,0,1,Away Win,2017,4,6,3,,,,,Croatia,Turkey,,,
842,22-04-2017,Continental Cup,Portugal,Nigeria,5,13,1920,1772,1,0,1,4.27,4.77,40,71,28,0,0,Home Win,2017,4,1,-8,,,,,Portugal,Nigeria,,,
843,23-04-2017,Nations League,Nigeria,Morocco,5,19,1933,1904,5,1,4,3.17,3.46,42,45,58,1,0,Home Win,2017,4,6,-14,,,,,Nigeria,Morocco,,,
844,24-04-2017,World Cup,France,Denmark,9,27,1880,1762,5,2,3,3.01,4,58,51,65,1,0,Home Win,2017,4,7,-18,,,,,France,Denmark,,,
845,25-04-2017,World Cup,Canada,Japan,4,20,1983,1945,5,2,3,2.39,3.18,83,71,32,1,1,Home Win,2017,4,7,-16,,,,,Canada,Japan,,,
846,26-04-2017,Nations League,Senegal,Switzerland,8,27,1829,2107,2,1,1,2.64,3.58,50,72,36,0,0,Home Win,2017,4,3,-19,,,,,Senegal,Switzerland,,,
847,27-04-2017,Nations League,Austria,Serbia,20,24,2104,1932,5,3,2,2.1,3.11,85,45,65,0,1,Home Win,2017,4,8,-4,,,,,Austria,Serbia,,,
848,28-04-2017,WC Qualifier,Uruguay,Turkey,26,27,1808,2067,5,1,4,4.67,3.7,72,67,53,0,0,Home Win,2017,4,6,-1,,,,,Uruguay,Turkey,,,
849,29-04-2017,Continental Cup,France,Belgium,24,28,1871,1940,0,2,-2,4.7,2.16,80,43,65,0,1,Away Win,2017,4,2,-4,,,,,France,Belgium,,,
850,30-04-2017,Continental Cup,Japan,Italy,12,20,2102,1907,0,4,-4,3.74,4.59,51,50,39,1,1,Away Win,2017,4,4,-8,,,,,Japan,Italy,,,
851,01-05-2017,WC Qualifier,Switzerland,Germany,4,28,1990,1756,5,5,0,4.37,3.71,47,42,34,1,0,Draw,2017,5,10,-24,,,,,Switzerland,Germany,,,
852,02-05-2017,Friendly,Spain,Poland,17,11,1870,1824,3,1,2,3.28,4.45,76,74,57,0,0,Home Win,2017,5,4,6,,,,,Spain,Poland,,,
853,03-05-2017,World Cup,France,Switzerland,5,20,2012,2104,3,2,1,3.82,2.89,54,74,64,1,1,Home Win,2017,5,5,-15,,,,,France,Switzerland,,,
854,04-05-2017,World Cup,Senegal,Nigeria,14,5,2029,1981,5,0,5,2.67,4.04,59,62,36,0,1,Home Win,2017,5,5,9,,,,,Senegal,Nigeria,,,
855,05-05-2017,World Cup,Spain,France,15,21,2199,1837,2,3,-1,3.08,2.83,48,58,36,0,1,Away Win,2017,5,5,-6,,,,,Spain,France,,,
856,06-05-2017,Continental Cup,Germany,Denmark,6,7,1806,1887,1,2,-1,3.08,4.21,47,84,65,0,1,Away Win,2017,5,3,-1,,,,,Germany,Denmark,,,
857,07-05-2017,Nations League,Senegal,Japan,12,21,1826,2042,1,0,1,3.64,2.21,51,85,61,1,1,Home Win,2017,5,1,-9,,,,,Senegal,Japan,,,
858,08-05-2017,Nations League,Mexico,Colombia,28,17,1948,1850,1,3,-2,3.44,4.99,55,65,28,1,1,Away Win,2017,5,4,11,,,,,Mexico,Colombia,,,
859,09-05-2017,World Cup,Switzerland,Japan,16,27,2155,1958,1,4,-3,2.53,3.68,45,53,39,0,0,Away Win,2017,5,5,-11,,,,,Switzerland,Japan,,,
860,10-05-2017,World Cup,Portugal,Colombia,7,15,1891,1963,3,0,3,2.26,4.24,77,44,63,0,1,Home Win,2017,5,3,-8,,,,,Portugal,Colombia,,,
861,11-05-2017,Nations League,England,Poland,4,18,2040,2069,5,5,0,2.53,2.5,57,66,27,1,0,Draw,2017,5,10,-14,,,,,England,Poland,,,
862,12-05-2017,Friendly,France,Australia,25,8,2152,1759,1,5,-4,3.37,2.46,80,77,29,1,0,Away Win,2017,5,6,17,,,,,France,Australia,,,
863,13-05-2017,WC Qualifier,Italy,Senegal,7,11,2095,1963,4,4,0,2.44,4.92,68,44,57,1,0,Draw,2017,5,8,-4,,,,,Italy,Senegal,,,
864,14-05-2017,World Cup,Spain,Japan,25,12,1991,1921,1,5,-4,4.91,2.36,61,56,45,0,1,Away Win,2017,5,6,13,,,,,Spain,Japan,,,
865,15-05-2017,Nations League,Senegal,Spain,22,19,1926,1797,0,5,-5,3.58,4.82,47,58,60,1,1,Away Win,2017,5,5,3,,,,,Senegal,Spain,,,
866,16-05-2017,Nations League,Canada,Belgium,10,10,1934,1851,4,2,2,3.31,2.98,42,62,26,1,0,Home Win,2017,5,6,0,,,,,Canada,Belgium,,,
867,17-05-2017,Friendly,Australia,Brazil,19,12,1943,2081,0,4,-4,3.1,4.43,77,82,57,0,0,Away Win,2017,5,4,7,,,,,Australia,Brazil,,,
868,18-05-2017,Friendly,South Korea,England,23,5,1855,2121,0,4,-4,3.18,4.8,50,49,44,1,0,Away Win,2017,5,4,18,,,,,South Korea,England,,,
869,19-05-2017,Nations League,Portugal,Australia,27,16,1808,1944,0,3,-3,2.79,3.76,45,66,30,0,0,Away Win,2017,5,3,11,,,,,Portugal,Australia,,,
870,20-05-2017,WC Qualifier,Norway,Portugal,19,14,1852,1796,1,4,-3,3.34,3.13,83,59,62,1,1,Away Win,2017,5,5,5,,,,,Norway,Portugal,,,
871,21-05-2017,Nations League,Belgium,Germany,8,27,1782,2141,1,0,1,3.4,2.37,66,47,57,0,1,Home Win,2017,5,1,-19,,,,,Belgium,Germany,,,
872,22-05-2017,WC Qualifier,Japan,Portugal,3,6,1828,1835,1,1,0,2.62,3.77,72,41,58,1,0,Draw,2017,5,2,-3,,,,,Japan,Portugal,,,
873,23-05-2017,Friendly,England,Japan,12,17,2177,1834,1,4,-3,4.86,3.03,60,79,36,1,0,Away Win,2017,5,5,-5,,,,,England,Japan,,,
874,24-05-2017,WC Qualifier,England,Denmark,7,2,1906,2053,0,4,-4,3.17,3.84,67,50,63,1,1,Away Win,2017,5,4,5,,,,,England,Denmark,,,
875,25-05-2017,World Cup,Switzerland,Sweden,26,30,2068,2200,1,5,-4,2.58,4.34,66,81,46,0,0,Away Win,2017,5,6,-4,,,,,Switzerland,Sweden,,,
876,26-05-2017,WC Qualifier,Switzerland,USA,16,6,2130,2016,5,2,3,2.95,4.49,53,64,26,1,0,Home Win,2017,5,7,10,,,,,Switzerland,USA,,,
877,27-05-2017,Continental Cup,Poland,South Korea,21,1,1765,1778,5,2,3,4.97,4.7,54,84,61,1,1,Home Win,2017,5,7,20,,,,,Poland,South Korea,,,
878,28-05-2017,Nations League,Switzerland,Poland,20,4,1807,2097,2,4,-2,3.3,2.36,77,51,57,0,0,Away Win,2017,5,6,16,,,,,Switzerland,Poland,,,
879,29-05-2017,WC Qualifier,Canada,Japan,7,21,1907,1766,3,5,-2,3.14,3.9,60,64,31,0,1,Away Win,2017,5,8,-14,,,,,Canada,Japan,,,
880,30-05-2017,Continental Cup,Canada,Serbia,30,3,1833,1915,2,0,2,4.31,3.24,63,79,62,0,0,Home Win,2017,5,2,27,,,,,Canada,Serbia,,,
881,31-05-2017,Friendly,USA,Turkey,28,14,2151,2036,4,4,0,3.15,3.3,46,83,29,0,0,Draw,2017,5,8,14,,,,,USA,Turkey,,,
882,01-06-2017,Nations League,Mexico,Norway,24,10,2124,1895,5,5,0,2.93,2.19,41,53,32,0,0,Draw,2017,6,10,14,,,,,Mexico,Norway,,,
883,02-06-2017,Friendly,USA,Nigeria,5,15,2180,2189,4,0,4,2.49,3.61,58,73,34,1,0,Home Win,2017,6,4,-10,,,,,USA,Nigeria,,,
884,03-06-2017,World Cup,Sweden,Canada,30,1,1948,1904,5,0,5,3.7,3.22,40,51,45,0,1,Home Win,2017,6,5,29,,,,,Sweden,Canada,,,
885,04-06-2017,WC Qualifier,Germany,Canada,9,25,1911,1965,4,0,4,2.76,3.09,46,66,47,1,0,Home Win,2017,6,4,-16,,,,,Germany,Canada,,,
886,05-06-2017,Friendly,Poland,Australia,1,4,2191,1799,3,4,-1,2.82,2.48,80,49,38,1,1,Away Win,2017,6,7,-3,,,,,Poland,Australia,,,
887,06-06-2017,World Cup,Brazil,Spain,22,20,2141,1843,4,2,2,2.04,4.27,68,72,65,1,0,Home Win,2017,6,6,2,,,,,Brazil,Spain,,,
888,07-06-2017,Nations League,Serbia,Senegal,29,12,1944,1925,4,4,0,2.51,3.06,51,49,48,1,0,Draw,2017,6,8,17,,,,,Serbia,Senegal,,,
889,08-06-2017,Continental Cup,Australia,Portugal,3,24,1839,1957,1,1,0,3.48,4.68,57,74,29,1,0,Draw,2017,6,2,-21,,,,,Australia,Portugal,,,
890,09-06-2017,Nations League,Japan,Mexico,5,13,1995,1953,5,5,0,2.04,3.06,83,42,64,0,0,Draw,2017,6,10,-8,,,,,Japan,Mexico,,,
891,10-06-2017,Nations League,Turkey,Italy,23,23,2122,2112,2,4,-2,3.12,4.49,40,57,39,1,0,Away Win,2017,6,6,0,,,,,Turkey,Italy,,,
892,11-06-2017,Continental Cup,Denmark,Croatia,21,23,1981,1989,1,1,0,4.67,3.96,57,44,41,1,1,Draw,2017,6,2,-2,,,,,Denmark,Croatia,,,
893,12-06-2017,Continental Cup,Austria,Serbia,14,17,1824,1913,2,0,2,4.51,4.48,69,61,36,1,0,Home Win,2017,6,2,-3,,,,,Austria,Serbia,,,
894,13-06-2017,Nations League,Croatia,Netherlands,20,16,1814,2048,2,5,-3,4.66,2.82,51,55,30,0,1,Away Win,2017,6,7,4,,,,,Croatia,Netherlands,,,
895,14-06-2017,Continental Cup,Belgium,Italy,29,25,1757,1962,0,2,-2,2.82,3.94,78,48,58,1,1,Away Win,2017,6,2,4,,,,,Belgium,Italy,,,
896,15-06-2017,World Cup,Uruguay,Poland,14,26,2116,1930,4,2,2,4.94,3.37,60,41,44,1,0,Home Win,2017,6,6,-12,,,,,Uruguay,Poland,,,
897,16-06-2017,Continental Cup,Portugal,Argentina,12,6,1921,2024,0,1,-1,4.56,3.77,78,43,64,0,1,Away Win,2017,6,1,6,,,,,Portugal,Argentina,,,
898,17-06-2017,World Cup,Japan,Norway,25,1,1855,2079,4,3,1,3.49,4.21,82,73,62,0,0,Home Win,2017,6,7,24,,,,,Japan,Norway,,,
899,18-06-2017,Nations League,Turkey,Denmark,27,28,2165,2135,3,4,-1,2.07,4.98,63,44,51,0,1,Away Win,2017,6,7,-1,,,,,Turkey,Denmark,,,
900,19-06-2017,Friendly,Sweden,South Korea,30,22,1881,1907,2,0,2,3.62,2.94,61,42,61,1,1,Home Win,2017,6,2,8,,,,,Sweden,South Korea,,,
901,20-06-2017,Continental Cup,Spain,Argentina,14,14,2082,1762,4,1,3,4.39,3.35,68,49,33,1,0,Home Win,2017,6,5,0,,,,,Spain,Argentina,,,
902,21-06-2017,WC Qualifier,England,Mexico,12,6,1962,1805,5,1,4,4.04,4.05,74,69,45,0,1,Home Win,2017,6,6,6,,,,,England,Mexico,,,
903,22-06-2017,Nations League,Brazil,Austria,21,23,2091,2171,5,0,5,3.07,2.32,69,61,63,1,1,Home Win,2017,6,5,-2,,,,,Brazil,Austria,,,
904,23-06-2017,World Cup,Senegal,Morocco,30,9,2040,2006,2,3,-1,3.18,3.89,53,57,64,1,1,Away Win,2017,6,5,21,,,,,Senegal,Morocco,,,
905,24-06-2017,Nations League,Netherlands,Canada,26,27,2008,2147,1,5,-4,2.78,2.34,69,63,57,1,1,Away Win,2017,6,6,-1,,,,,Netherlands,Canada,,,
906,25-06-2017,World Cup,Uruguay,Croatia,21,23,2000,2141,1,4,-3,4.43,3.08,57,84,56,1,0,Away Win,2017,6,5,-2,,,,,Uruguay,Croatia,,,
907,26-06-2017,Continental Cup,Argentina,Portugal,11,18,1770,1812,5,0,5,3.96,3.21,61,62,60,0,0,Home Win,2017,6,5,-7,,,,,Argentina,Portugal,,,
908,27-06-2017,Nations League,Morocco,Canada,12,5,1833,2140,2,4,-2,3.13,4.57,79,53,38,0,0,Away Win,2017,6,6,7,,,,,Morocco,Canada,,,
909,28-06-2017,World Cup,Japan,Australia,15,5,1812,1858,5,0,5,4.96,2.16,47,50,42,0,0,Home Win,2017,6,5,10,,,,,Japan,Australia,,,
910,29-06-2017,WC Qualifier,Switzerland,Argentina,10,24,1843,1852,3,2,1,2.26,3.47,45,68,56,1,1,Home Win,2017,6,5,-14,,,,,Switzerland,Argentina,,,
911,30-06-2017,World Cup,Netherlands,Serbia,8,14,1796,2102,4,2,2,2.24,4.31,67,40,39,1,1,Home Win,2017,6,6,-6,,,,,Netherlands,Serbia,,,
912,01-07-2017,WC Qualifier,South Korea,USA,21,4,2035,2128,5,3,2,4.45,3.99,85,75,34,0,0,Home Win,2017,7,8,17,,,,,South Korea,USA,,,
913,02-07-2017,Nations League,Colombia,Croatia,21,2,1955,1949,3,3,0,4.13,3.53,59,42,37,0,1,Draw,2017,7,6,19,,,,,Colombia,Croatia,,,
914,03-07-2017,Nations League,Uruguay,Senegal,30,21,1768,1767,2,0,2,2.87,4.3,52,42,34,1,1,Home Win,2017,7,2,9,,,,,Uruguay,Senegal,,,
915,04-07-2017,WC Qualifier,Italy,Netherlands,18,15,1815,2195,3,5,-2,4.73,3.15,71,40,36,1,1,Away Win,2017,7,8,3,,,,,Italy,Netherlands,,,
916,05-07-2017,WC Qualifier,Canada,Turkey,27,17,2154,1800,4,2,2,2.88,3.83,76,52,62,1,0,Home Win,2017,7,6,10,,,,,Canada,Turkey,,,
917,06-07-2017,Friendly,Portugal,South Korea,21,8,1923,1990,2,1,1,4.19,2.15,73,50,48,0,0,Home Win,2017,7,3,13,,,,,Portugal,South Korea,,,
918,07-07-2017,World Cup,Netherlands,Japan,9,6,1927,2132,4,1,3,2.33,4.61,45,74,45,1,0,Home Win,2017,7,5,3,,,,,Netherlands,Japan,,,
919,08-07-2017,WC Qualifier,South Korea,Senegal,2,7,1996,2174,4,2,2,4.45,2.06,78,50,41,1,0,Home Win,2017,7,6,-5,,,,,South Korea,Senegal,,,
